"Store","Dept","Date","Weekly_Sales","IsHoliday"
1,2,2010-05-28,44619.52,FALSE
1,2,2010-06-04,48754.47,FALSE
1,2,2010-06-11,47089.54,FALSE
1,2,2010-06-18,44428.71,FALSE
1,2,2010-06-25,45299.92,FALSE
1,2,2010-07-02,47077.72,FALSE
1,2,2010-07-09,46752.12,FALSE
1,2,2010-07-16,44339.2,FALSE
1,2,2010-07-23,44763.33,FALSE
1,2,2010-07-30,45833.77,FALSE
1,2,2010-08-06,50031.73,FALSE
1,2,2010-08-13,45475.69,FALSE
1,2,2010-08-20,49754.17,FALSE
1,2,2010-08-27,49623.53,FALSE
1,2,2010-09-03,49015.05,FALSE
1,2,2010-09-10,45182.5,TRUE
1,2,2010-09-17,44681.64,FALSE
1,2,2010-09-24,42477.49,FALSE
1,2,2010-10-01,45829.02,FALSE
1,2,2010-10-08,46387.54,FALSE
1,2,2010-10-15,43110.79,FALSE
1,2,2010-10-22,42371.48,FALSE
1,2,2010-10-29,44081.33,FALSE
1,2,2010-11-05,46381.43,FALSE
1,2,2010-11-12,43194.49,FALSE
1,2,2010-11-19,41443.25,FALSE
1,2,2010-11-26,45681.98,TRUE
1,2,2010-12-03,44405.02,FALSE
1,2,2010-12-10,46955.82,FALSE
1,2,2010-12-17,49303.28,FALSE
1,2,2010-12-24,59889.32,FALSE
1,2,2010-12-31,35819.83,TRUE
1,2,2011-01-07,43202.29,FALSE
1,2,2011-01-14,39857.4,FALSE
1,2,2011-01-21,41596.99,FALSE
1,2,2011-01-28,41651.01,FALSE
1,2,2011-02-04,46829.12,FALSE
1,2,2011-02-11,47595.35,TRUE
1,2,2011-02-18,49202.06,FALSE
1,2,2011-02-25,46165.25,FALSE
1,2,2011-03-04,53035.54,FALSE
1,2,2011-03-11,48465.72,FALSE
1,2,2011-03-18,45222.3,FALSE
1,2,2011-03-25,44293.54,FALSE
1,2,2011-04-01,46991.58,FALSE
1,2,2011-04-08,48501.79,FALSE
1,2,2011-04-15,44464.74,FALSE
1,2,2011-04-22,46544.56,FALSE
1,2,2011-04-29,43682.41,FALSE
1,2,2011-05-06,50139.92,FALSE
1,2,2011-05-13,44274.15,FALSE
1,2,2011-05-20,44302.11,FALSE
1,2,2011-05-27,45072.11,FALSE
1,2,2011-06-03,47844.27,FALSE
1,2,2011-06-10,46363.93,FALSE
1,2,2011-06-17,42939.63,FALSE
1,2,2011-06-24,42415.81,FALSE
1,2,2011-07-01,45247.74,FALSE
1,2,2011-07-08,44623.23,FALSE
1,2,2011-07-15,43260.96,FALSE
1,2,2011-07-22,45113.56,FALSE
1,2,2011-07-29,43191.02,FALSE
1,2,2011-08-05,49359.75,FALSE
1,2,2011-08-12,45341.92,FALSE
1,2,2011-08-19,46391.12,FALSE
1,2,2011-08-26,47659.93,FALSE
1,2,2011-09-02,49419.75,FALSE
1,2,2011-09-09,43315.85,TRUE
1,2,2011-09-16,42963.96,FALSE
1,2,2011-09-23,43390.94,FALSE
1,2,2011-09-30,46045.09,FALSE
1,2,2011-10-07,49880.69,FALSE
1,2,2011-10-14,43306.38,FALSE
1,2,2011-10-21,42487.67,FALSE
1,2,2011-10-28,41682.4,FALSE
1,2,2011-11-04,47313.62,FALSE
1,2,2011-11-11,44936.47,FALSE
1,2,2011-11-18,43997.78,FALSE
1,2,2011-11-25,44259.59,TRUE
1,2,2011-12-02,45928.14,FALSE
1,2,2011-12-09,49357.43,FALSE
1,2,2011-12-16,51137.42,FALSE
1,2,2011-12-23,65615.36,FALSE
1,2,2011-12-30,43539.94,TRUE
1,3,2010-02-05,13740.12,FALSE
1,3,2010-02-12,10887.84,TRUE
1,3,2010-02-19,11523.47,FALSE
1,3,2010-02-26,11135.17,FALSE
1,3,2010-03-05,12275.58,FALSE
1,3,2010-03-12,10123.45,FALSE
1,3,2010-03-19,9001.37,FALSE
1,3,2010-03-26,10366.85,FALSE
1,3,2010-04-02,11157.08,FALSE
1,3,2010-04-09,10179.29,FALSE
1,3,2010-04-16,9226.8,FALSE
1,3,2010-04-23,8868.93,FALSE
1,3,2010-04-30,9337.44,FALSE
1,3,2010-05-07,9372.8,FALSE
1,3,2010-05-14,7919.86,FALSE
1,3,2010-05-21,7813.91,FALSE
1,3,2010-05-28,8412.69,FALSE
1,3,2010-06-04,8001.41,FALSE
1,3,2010-06-11,7742.75,FALSE
1,3,2010-06-18,8201.06,FALSE
1,3,2010-06-25,6591.22,FALSE
1,3,2010-07-02,7857.88,FALSE
1,3,2010-07-09,8112.67,FALSE
1,3,2010-07-16,13751.3,FALSE
1,3,2010-07-23,16930.62,FALSE
1,3,2010-07-30,20915.95,FALSE
1,3,2010-08-06,26719.02,FALSE
1,3,2010-08-13,30640.54,FALSE
1,3,2010-08-20,41101.93,FALSE
1,3,2010-08-27,51159.17,FALSE
1,3,2010-09-03,19081.8,FALSE
1,3,2010-09-10,12134.69,TRUE
1,3,2010-09-17,10722.46,FALSE
1,3,2010-09-24,8097.92,FALSE
1,3,2010-10-01,9775.17,FALSE
1,3,2010-10-08,10081.8,FALSE
1,3,2010-10-15,9735.73,FALSE
1,3,2010-10-22,8614.41,FALSE
1,3,2010-10-29,9283.09,FALSE
1,3,2010-11-05,9825.22,FALSE
1,3,2010-11-12,9146.77,FALSE
1,3,2010-11-19,9202.11,FALSE
1,3,2010-11-26,10706.81,TRUE
1,3,2010-12-03,10856.85,FALSE
1,3,2010-12-10,11219.78,FALSE
1,3,2010-12-17,11986.84,FALSE
1,3,2010-12-24,12080.36,FALSE
1,3,2010-12-31,8266.14,TRUE
1,3,2011-01-07,15808.15,FALSE
1,3,2011-01-14,13275.87,FALSE
1,3,2011-01-21,12532.94,FALSE
1,3,2011-01-28,11983.34,FALSE
1,3,2011-02-04,11012.52,FALSE
1,3,2011-02-11,11428.25,TRUE
1,3,2011-02-18,11724.98,FALSE
1,3,2011-02-25,10473.78,FALSE
1,3,2011-03-04,11039.12,FALSE
1,3,2011-03-11,10689.97,FALSE
1,3,2011-03-18,8148.69,FALSE
1,3,2011-03-25,9049.02,FALSE
1,3,2011-04-01,8734.19,FALSE
1,3,2011-04-08,10417.33,FALSE
1,3,2011-04-15,8212.97,FALSE
1,3,2011-04-22,8468.72,FALSE
1,3,2011-04-29,8653.62,FALSE
1,3,2011-05-06,10420.92,FALSE
1,3,2011-05-13,8732.46,FALSE
1,3,2011-05-20,7939.01,FALSE
1,3,2011-05-27,8120.7,FALSE
1,3,2011-06-03,8853.89,FALSE
1,3,2011-06-10,7508.71,FALSE
1,3,2011-06-17,7658.75,FALSE
1,3,2011-06-24,6165.73,FALSE
1,3,2011-07-01,8070.64,FALSE
1,3,2011-07-08,7366.5,FALSE
1,3,2011-07-15,11578.11,FALSE
1,3,2011-07-22,16069.5,FALSE
1,3,2011-07-29,21331.51,FALSE
1,3,2011-08-05,31248.98,FALSE
1,3,2011-08-12,32148.93,FALSE
1,3,2011-08-19,41603.11,FALSE
1,3,2011-08-26,49775.52,FALSE
1,3,2011-09-02,19604.47,FALSE
1,3,2011-09-09,12778.28,TRUE
1,3,2011-09-16,10412.88,FALSE
1,3,2011-09-23,9755.56,FALSE
1,3,2011-09-30,10434.83,FALSE
1,3,2011-10-07,9977.96,FALSE
1,3,2011-10-14,9870.22,FALSE
1,3,2011-10-21,10136.78,FALSE
1,3,2011-10-28,9421.2,FALSE
1,3,2011-11-04,9189.2,FALSE
1,3,2011-11-11,9959.64,FALSE
1,3,2011-11-18,10104.36,FALSE
1,3,2011-11-25,9317.56,TRUE
1,3,2011-12-02,10146.54,FALSE
1,3,2011-12-09,12955.55,FALSE
1,3,2011-12-16,13180.05,FALSE
1,3,2011-12-23,13667.88,FALSE
1,3,2011-12-30,8848.44,TRUE
1,4,2010-02-05,39954.04,FALSE
1,4,2010-02-12,35351.21,TRUE
1,4,2010-02-19,36826.95,FALSE
1,4,2010-02-26,34660.16,FALSE
1,4,2010-03-05,38086.19,FALSE
1,4,2010-03-12,32668.67,FALSE
1,4,2010-03-19,34118.11,FALSE
1,4,2010-03-26,33872.07,FALSE
1,4,2010-04-02,37809.49,FALSE
1,4,2010-04-09,36174.43,FALSE
1,4,2010-04-16,34740.19,FALSE
1,4,2010-04-23,33806.71,FALSE
1,4,2010-04-30,33437.8,FALSE
1,4,2010-05-07,37168.34,FALSE
1,4,2010-05-14,33657.7,FALSE
1,4,2010-05-21,35571.47,FALSE
1,4,2010-05-28,36380.36,FALSE
1,4,2010-06-04,40548.19,FALSE
1,4,2010-06-11,36579.96,FALSE
1,4,2010-06-18,35059.52,FALSE
1,4,2010-06-25,34454.69,FALSE
1,4,2010-07-02,39773.71,FALSE
1,4,2010-07-09,39781.45,FALSE
1,4,2010-07-16,35234.66,FALSE
1,4,2010-07-23,36624.71,FALSE
1,4,2010-07-30,36419.68,FALSE
1,4,2010-08-06,40973.88,FALSE
1,4,2010-08-13,36461.66,FALSE
1,4,2010-08-20,39706.1,FALSE
1,4,2010-08-27,36404.6,FALSE
1,4,2010-09-03,38321.88,FALSE
1,4,2010-09-10,36603.78,TRUE
1,4,2010-09-17,33999.01,FALSE
1,4,2010-09-24,32497.43,FALSE
1,4,2010-10-01,34912.45,FALSE
1,4,2010-10-08,35772.82,FALSE
1,4,2010-10-15,34693.27,FALSE
1,4,2010-10-22,32902.26,FALSE
1,4,2010-10-29,35202.44,FALSE
1,4,2010-11-05,37980.55,FALSE
1,4,2010-11-12,35008.03,FALSE
1,4,2010-11-19,37078.61,FALSE
1,4,2010-11-26,46201.27,TRUE
1,4,2010-12-03,37110.55,FALSE
1,4,2010-12-10,36364.31,FALSE
1,4,2010-12-17,39154.41,FALSE
1,4,2010-12-24,47893.23,FALSE
1,4,2010-12-31,36913.8,TRUE
1,4,2011-01-07,37947.8,FALSE
1,4,2011-01-14,34393.95,FALSE
1,4,2011-01-21,33735.58,FALSE
1,4,2011-01-28,32905.88,FALSE
1,4,2011-02-04,35870.49,FALSE
1,4,2011-02-11,37373.33,TRUE
1,4,2011-02-18,36479.25,FALSE
1,4,2011-02-25,33677.18,FALSE
1,4,2011-03-04,37943.96,FALSE
1,4,2011-03-11,35229.12,FALSE
1,4,2011-03-18,34863.03,FALSE
1,4,2011-03-25,34813.12,FALSE
1,4,2011-04-01,34451.9,FALSE
1,4,2011-04-08,36514.43,FALSE
1,4,2011-04-15,33466.89,FALSE
1,4,2011-04-22,35132.7,FALSE
1,4,2011-04-29,34528.56,FALSE
1,4,2011-05-06,37827.69,FALSE
1,4,2011-05-13,33471.81,FALSE
1,4,2011-05-20,34137.41,FALSE
1,4,2011-05-27,36790.72,FALSE
1,4,2011-06-03,42508.02,FALSE
1,4,2011-06-10,35376.06,FALSE
1,4,2011-06-17,35523.17,FALSE
1,4,2011-06-24,35062.02,FALSE
1,4,2011-07-01,36451.71,FALSE
1,4,2011-07-08,39149.99,FALSE
1,4,2011-07-15,33930.8,FALSE
1,4,2011-07-22,34630.02,FALSE
1,4,2011-07-29,35555.5,FALSE
1,4,2011-08-05,39339.09,FALSE
1,4,2011-08-12,37449.94,FALSE
1,4,2011-08-19,39148.87,FALSE
1,4,2011-08-26,37495.2,FALSE
1,4,2011-09-02,36589.07,FALSE
1,4,2011-09-09,35105.96,TRUE
1,4,2011-09-16,34108.12,FALSE
1,4,2011-09-23,32655.07,FALSE
1,4,2011-09-30,32830.81,FALSE
1,4,2011-10-07,37397.63,FALSE
1,4,2011-10-14,35000.3,FALSE
1,4,2011-10-21,33954.55,FALSE
1,4,2011-10-28,34247.26,FALSE
1,4,2011-11-04,39354.84,FALSE
1,4,2011-11-11,36826.52,FALSE
1,4,2011-11-18,37656.58,FALSE
1,4,2011-11-25,46564.14,TRUE
1,4,2011-12-02,38489.63,FALSE
1,4,2011-12-09,38729.31,FALSE
1,4,2011-12-16,38266.47,FALSE
1,4,2011-12-23,47785.93,FALSE
1,4,2011-12-30,37371.22,TRUE
1,5,2010-02-05,32229.38,FALSE
1,5,2010-02-12,29620.81,TRUE
1,5,2010-02-19,26468.27,FALSE
1,5,2010-02-26,24101.89,FALSE
1,5,2010-03-05,23082.14,FALSE
1,5,2010-03-12,21498.92,FALSE
1,5,2010-03-19,22632.57,FALSE
1,5,2010-03-26,38971.89,FALSE
1,5,2010-04-02,29967.92,FALSE
1,5,2010-04-09,18516.45,FALSE
1,5,2010-04-16,11570.27,FALSE
1,5,2010-04-23,24763.98,FALSE
1,5,2010-04-30,22006.41,FALSE
1,5,2010-05-07,19260.44,FALSE
1,5,2010-05-14,16891.66,FALSE
1,5,2010-05-21,16157.17,FALSE
1,5,2010-05-28,15784.6,FALSE
1,5,2010-06-04,22932.26,FALSE
1,5,2010-06-11,21817.36,FALSE
1,5,2010-06-18,19778.44,FALSE
1,5,2010-06-25,19054.58,FALSE
1,5,2010-07-02,18887.71,FALSE
1,5,2010-07-09,20249.54,FALSE
1,5,2010-07-16,17918.22,FALSE
1,5,2010-07-23,17313.46,FALSE
1,5,2010-07-30,16472.48,FALSE
1,5,2010-08-06,16926.17,FALSE
1,5,2010-08-13,15544.62,FALSE
1,5,2010-08-20,15412.44,FALSE
1,5,2010-08-27,13570.32,FALSE
1,5,2010-09-03,15390.52,FALSE
1,5,2010-09-10,17776.56,TRUE
1,5,2010-09-17,15862.61,FALSE
1,5,2010-09-24,17039.38,FALSE
1,5,2010-10-01,23381.38,FALSE
1,5,2010-10-08,19853.57,FALSE
1,5,2010-10-15,20443.05,FALSE
1,5,2010-10-22,19525.85,FALSE
1,5,2010-10-29,16377.46,FALSE
1,5,2010-11-05,23903.81,FALSE
1,5,2010-11-12,23698.89,FALSE
1,5,2010-11-19,24716.49,FALSE
1,5,2010-11-26,70158.86,TRUE
1,5,2010-12-03,36472.02,FALSE
1,5,2010-12-10,49517.17,FALSE
1,5,2010-12-17,59589.48,FALSE
1,5,2010-12-24,85676.09,FALSE
1,5,2010-12-31,32280.82,TRUE
1,5,2011-01-07,22699.69,FALSE
1,5,2011-01-14,17445.37,FALSE
1,5,2011-01-21,18438.07,FALSE
1,5,2011-01-28,22118.7,FALSE
1,5,2011-02-04,31280.62,FALSE
1,5,2011-02-11,36667.65,TRUE
1,5,2011-02-18,31092.62,FALSE
1,5,2011-02-25,23870.31,FALSE
1,5,2011-03-04,28902.37,FALSE
1,5,2011-03-11,23704.37,FALSE
1,5,2011-03-18,22685.69,FALSE
1,5,2011-03-25,18719.22,FALSE
1,5,2011-04-01,23598.55,FALSE
1,5,2011-04-08,22393.09,FALSE
1,5,2011-04-15,22719.82,FALSE
1,5,2011-04-22,21786.16,FALSE
1,5,2011-04-29,17503.28,FALSE
1,5,2011-05-06,16195.54,FALSE
1,5,2011-05-13,15587.78,FALSE
1,5,2011-05-20,15575.25,FALSE
1,5,2011-05-27,16613.98,FALSE
1,5,2011-06-03,16848.76,FALSE
1,5,2011-06-10,18648.73,FALSE
1,5,2011-06-17,17861.56,FALSE
1,5,2011-06-24,21695.24,FALSE
1,5,2011-07-01,19239.86,FALSE
1,5,2011-07-08,17989.45,FALSE
1,5,2011-07-15,18444.8,FALSE
1,5,2011-07-22,19331.53,FALSE
1,5,2011-07-29,17406.68,FALSE
1,5,2011-08-05,21183.42,FALSE
1,5,2011-08-12,21320.93,FALSE
1,5,2011-08-19,18643.51,FALSE
1,5,2011-08-26,15478.26,FALSE
1,5,2011-09-02,20432.91,FALSE
1,5,2011-09-09,19075.78,TRUE
1,5,2011-09-16,19386.23,FALSE
1,5,2011-09-23,20562.37,FALSE
1,5,2011-09-30,16385.37,FALSE
1,5,2011-10-07,30352.06,FALSE
1,5,2011-10-14,22917.89,FALSE
1,5,2011-10-21,32700.34,FALSE
1,5,2011-10-28,26391.79,FALSE
1,5,2011-11-04,31956.07,FALSE
1,5,2011-11-11,31002.65,FALSE
1,5,2011-11-18,27339.37,FALSE
1,5,2011-11-25,79340.15,TRUE
1,5,2011-12-02,32572.27,FALSE
1,5,2011-12-09,41782.13,FALSE
1,5,2011-12-16,43479.7,FALSE
1,5,2011-12-23,61483.82,FALSE
1,5,2011-12-30,34981.76,TRUE
1,6,2010-02-05,5749.03,FALSE
1,6,2010-02-12,9135,TRUE
1,6,2010-02-19,6060.26,FALSE
1,6,2010-02-26,5244.56,FALSE
1,6,2010-03-05,4221.25,FALSE
1,6,2010-03-12,5619,FALSE
1,6,2010-03-19,4906.05,FALSE
1,6,2010-03-26,7468.33,FALSE
1,6,2010-04-02,4132.61,FALSE
1,6,2010-04-09,4428.8,FALSE
1,6,2010-04-16,5020.78,FALSE
1,6,2010-04-23,3945.19,FALSE
1,6,2010-04-30,4736.15,FALSE
1,6,2010-05-07,7477.7,FALSE
1,6,2010-05-14,6982.17,FALSE
1,6,2010-05-21,3395.75,FALSE
1,6,2010-05-28,6165.59,FALSE
1,6,2010-06-04,5484.9,FALSE
1,6,2010-06-11,4082.04,FALSE
1,6,2010-06-18,3902.26,FALSE
1,6,2010-06-25,4239.1,FALSE
1,6,2010-07-02,4541.91,FALSE
1,6,2010-07-09,4986.25,FALSE
1,6,2010-07-16,4772.7,FALSE
1,6,2010-07-23,5758.04,FALSE
1,6,2010-07-30,3932.95,FALSE
1,6,2010-08-06,4700.38,FALSE
1,6,2010-08-13,3885.01,FALSE
1,6,2010-08-20,4067.35,FALSE
1,6,2010-08-27,3389.29,FALSE
1,6,2010-09-03,3553.75,FALSE
1,6,2010-09-10,4432.69,TRUE
1,6,2010-09-17,4492.88,FALSE
1,6,2010-09-24,4601.39,FALSE
1,6,2010-10-01,2876.19,FALSE
1,6,2010-10-08,4168.36,FALSE
1,6,2010-10-15,5024.04,FALSE
1,6,2010-10-22,4291.27,FALSE
1,6,2010-10-29,5424.27,FALSE
1,6,2010-11-05,5036.99,FALSE
1,6,2010-11-12,4248.34,FALSE
1,6,2010-11-19,3507.65,FALSE
1,6,2010-11-26,20163.69,TRUE
1,6,2010-12-03,6356.96,FALSE
1,6,2010-12-10,6440.06,FALSE
1,6,2010-12-17,12078.11,FALSE
1,6,2010-12-24,28497.52,FALSE
1,6,2010-12-31,5878.25,TRUE
1,6,2011-01-07,1376.15,FALSE
1,6,2011-01-14,2355.86,FALSE
1,6,2011-01-21,2163.84,FALSE
1,6,2011-01-28,3200.68,FALSE
1,6,2011-02-04,3324.96,FALSE
1,6,2011-02-11,4542.8,TRUE
1,6,2011-02-18,4033.43,FALSE
1,6,2011-02-25,4203.87,FALSE
1,6,2011-03-04,3882.86,FALSE
1,6,2011-03-11,3928.8,FALSE
1,6,2011-03-18,2889.22,FALSE
1,6,2011-03-25,4508.3,FALSE
1,6,2011-04-01,3249.27,FALSE
1,6,2011-04-08,3340.31,FALSE
1,6,2011-04-15,3798.07,FALSE
1,6,2011-04-22,2995.07,FALSE
1,6,2011-04-29,4298.02,FALSE
1,6,2011-05-06,7213.53,FALSE
1,6,2011-05-13,4162.52,FALSE
1,6,2011-05-20,4640.76,FALSE
1,6,2011-05-27,5572.35,FALSE
1,6,2011-06-03,4021.54,FALSE
1,6,2011-06-10,3079.94,FALSE
1,6,2011-06-17,3004.81,FALSE
1,6,2011-06-24,3020.07,FALSE
1,6,2011-07-01,4047.92,FALSE
1,6,2011-07-08,3412.08,FALSE
1,6,2011-07-15,3154.33,FALSE
1,6,2011-07-22,3665.52,FALSE
1,6,2011-07-29,2839.92,FALSE
1,6,2011-08-05,2864.27,FALSE
1,6,2011-08-12,3124.83,FALSE
1,6,2011-08-19,3717.28,FALSE
1,6,2011-08-26,3296.22,FALSE
1,6,2011-09-02,3461.79,FALSE
1,6,2011-09-09,6147.43,TRUE
1,6,2011-09-16,3806.5,FALSE
1,6,2011-09-23,4718.28,FALSE
1,6,2011-09-30,3489.24,FALSE
1,6,2011-10-07,4733.74,FALSE
1,6,2011-10-14,4248.69,FALSE
1,6,2011-10-21,5111.85,FALSE
1,6,2011-10-28,6227.43,FALSE
1,6,2011-11-04,6223.03,FALSE
1,6,2011-11-11,3527.62,FALSE
1,6,2011-11-18,2640.98,FALSE
1,6,2011-11-25,18629.83,TRUE
1,6,2011-12-02,5240.63,FALSE
1,6,2011-12-09,6714.41,FALSE
1,6,2011-12-16,10022.4,FALSE
1,6,2011-12-23,18931.11,FALSE
1,6,2011-12-30,6629.6,TRUE
1,7,2010-02-05,21084.08,FALSE
1,7,2010-02-12,18310.31,TRUE
1,7,2010-02-19,19985.2,FALSE
1,7,2010-02-26,17224.22,FALSE
1,7,2010-03-05,19659.7,FALSE
1,7,2010-03-12,21529.14,FALSE
1,7,2010-03-19,22711.59,FALSE
1,7,2010-03-26,16254.21,FALSE
1,7,2010-04-02,22427.62,FALSE
1,7,2010-04-09,20516.64,FALSE
1,7,2010-04-16,19330.26,FALSE
1,7,2010-04-23,18534.4,FALSE
1,7,2010-04-30,22723.48,FALSE
1,7,2010-05-07,20457.62,FALSE
1,7,2010-05-14,18771.35,FALSE
1,7,2010-05-21,28726.86,FALSE
1,7,2010-05-28,36911.59,FALSE
1,7,2010-06-04,44563.68,FALSE
1,7,2010-06-11,26910.46,FALSE
1,7,2010-06-18,26984.25,FALSE
1,7,2010-06-25,28912.18,FALSE
1,7,2010-07-02,22589,FALSE
1,7,2010-07-09,22767.34,FALSE
1,7,2010-07-16,22666.55,FALSE
1,7,2010-07-23,20029.1,FALSE
1,7,2010-07-30,17709.46,FALSE
1,7,2010-08-06,21842.57,FALSE
1,7,2010-08-13,19178.36,FALSE
1,7,2010-08-20,17821.71,FALSE
1,7,2010-08-27,16309.44,FALSE
1,7,2010-09-03,18005.65,FALSE
1,7,2010-09-10,20824.49,TRUE
1,7,2010-09-17,17397.01,FALSE
1,7,2010-09-24,18227.39,FALSE
1,7,2010-10-01,16481.79,FALSE
1,7,2010-10-08,16350.96,FALSE
1,7,2010-10-15,16296.65,FALSE
1,7,2010-10-22,15395.27,FALSE
1,7,2010-10-29,17598.98,FALSE
1,7,2010-11-05,19136.58,FALSE
1,7,2010-11-12,21019.7,FALSE
1,7,2010-11-19,24313.72,FALSE
1,7,2010-11-26,72635.06,TRUE
1,7,2010-12-03,47406.83,FALSE
1,7,2010-12-10,63896.89,FALSE
1,7,2010-12-17,96198.12,FALSE
1,7,2010-12-24,166697.72,FALSE
1,7,2010-12-31,27433.06,TRUE
1,7,2011-01-07,17516.16,FALSE
1,7,2011-01-14,10774.06,FALSE
1,7,2011-01-21,12657.33,FALSE
1,7,2011-01-28,13957.4,FALSE
1,7,2011-02-04,17239.86,FALSE
1,7,2011-02-11,21169.06,TRUE
1,7,2011-02-18,24549.68,FALSE
1,7,2011-02-25,23811.23,FALSE
1,7,2011-03-04,19607.4,FALSE
1,7,2011-03-11,20304.74,FALSE
1,7,2011-03-18,22751.59,FALSE
1,7,2011-03-25,19958,FALSE
1,7,2011-04-01,20144.71,FALSE
1,7,2011-04-08,21617.85,FALSE
1,7,2011-04-15,19955.07,FALSE
1,7,2011-04-22,24606.39,FALSE
